id,sentiment,text
215,Neutral,"So we just had an office chat about the #GOPDebate,  &amp; I was outed as both a flaming liberal and a politics geek. Probably not surprising."
216,Negative,Catching up on my #GOPDebate @LindseyGrahamSC what a childish &amp; cheap move to call out @billclinton &amp; @HillaryClinton on a 17 year old story
217,Neutral,"RT @TomHall: The only thing that could've made last night's #GOPDebate more amusing would have been:

#CowBells!

#MoreCowBells http://t.co…"
218,Negative,RT @kesgardner: All Ted Cruz does is attack other Republicans. #GOPDebate
219,Negative,"RT @GovernorPerry: ICYMI: Not just no, but ""hell no"" to the #IranDeal! #GOPDebate #Perry2016 #tcot https://t.co/KqhJdJCGWS"
220,Neutral,RT @FrankConniff: Hard to say who won the #GOPDebate - Bernie or Hillary?
221,Negative,"RT @larhunter: If Donald Trump wins the election, then we'll know we're on the Biff-stole-the-almanac timeline. #GOPDebate"
222,Neutral,RT @CarlyFiorina: Can you chip in $3 to keep the momentum going? #GOPdebate #Carly2016 https://t.co/W3mtcmR7Ze
223,Negative,RT @cenkuygur: Chris Christie just said you have to work two more years before retiring.And that you'll get tens of thousands less you paid…
224,Positive,"RT @JohnKasich: John Kasich is ready to lead. Join the team, Claire!: http://t.co/dy8KnZ122T 

#GOPDebate https://t.co/KnWmIDeqtY"
225,Negative,RT @edwrather: The biggest losers in the debate were the Fox moderators who attacked instead of moderating #GOPDebate
226,Negative,"RT @WhitneyNeal: Trump has yet to give a single, evidence-based answer to a direct question about policy. That should frighten you. #GOPDeb…"
227,Neutral,On my way to the studio -- about to appear on @CNN to discuss last night's #GOPDebate. Tune in!
228,Negative,RT @Blkfeminst: I honestly think sometimes these guys forgot they came from wombs too. #KKKorGOP #GOPDebate  https://t.co/FO3a6DXflf
229,Negative,"RT @GrnEyedMandy: Women who shame other women for having abortions deserve to be shamed for having no soul or self respect. 

#PlannedParen…"
230,Neutral,"RT @AmandaJoGomez: Me: *watches the #GOPDebate *
Me: *looks directly into the camera like I'm on The Office*"
231,Negative,"RT @IcarusPundit: Donald Trump’s closing statement is every dinner conversation had at The Villages, ever. #GOPDebate"
232,Negative,"RT @TheXclass: ""When the rich wage war it's the poor who die."" Jean-Paul Sartre 
This is now GOP foreign policy. 
#GOPDebate"
233,Negative,"At the #GOPDebate, we saw the candidates completely miss the mark on race &amp; #BlackLivesMatter
http://t.co/K9nhdpUE32 http://t.co/hlcqpXJzru"
234,Negative,RT @SeaBassThePhish: S/O to the GOP for being proud of defeating teachers union even though they just wanted higher wages #GOPDebate
235,Neutral,RT @Writeintrump: Obama better not leave his prayer rug behind in the Oval Office when I get elected because I'll throw it out.   #GOPDebate
236,Negative,@ChuckNellis @FoxNews You got that right! #GOPDebate
237,Negative,"RT @mrskimcam: Trump just said the U.S. is stupid, so let's vote him President. WTF people. #GOPDebate"
238,Positive,So excited for @johnkasich #GOPDebate #Kasich4Us #Republicandebate #kasich2016 been waiting for 20 years!!
239,Neutral,"RT @ChadPergram: Rep Engel is 2nd major Jewish Democrat to announce opposition to Iran deal during #GOPDebate, following Schumer opposition."
240,Negative,Hey look it's my feelings about Donald Trump summed up in one gif #GOPDebate http://t.co/zjWUGwj9Hz
241,Neutral,"RT @tommychong: Are any of these dudes for the legalization of marijuana, or what? #GOPDebate"
242,Neutral,"RT @CBeresniova: What I learned from the #GOPDebate:
Some guy's dad was a mailman. Jesus Christ is everyone's running mate. The GOP has run…"
243,Negative,RT @TheBaxterBean: Marco Rubio Briefly Backed Immigration Reform Then Privately Berated DREAMers http://t.co/We77QdT3Kt #GOPDebate http://t…
244,Negative,RT @DamienFahey: “I french-kissed Jesus Christ!” - Every candidate #GOPDebate
245,Negative,#GOPDebate #Closingstatements @GovMikeHuckabee just be honest. u were defs talking about @realDonaldTrump coz he's stealing ur schtick
246,Negative,"When cnn, msnbc ,and the new York times praise fox moderators then you know the moderators fucked up. #GOPDebate"
247,Negative,RT @kesgardner: Trump is a lunatic. #GOPDebate
248,Positive,"Cruz has class &amp; truth, that gets my vote! #GOPDebate"
249,Negative,"RT @kesgardner: AssClown: I'm the only reason anyone is even talking about illegal immigration. Keep digging, Donald! #GOPDebate"
250,Positive,RT @BernieSanders: Tom Hanks. Finally. Somebody who makes some sense. #GOPDebate #DebateWithBernie
251,Negative,RT @SouthernHomo: Olivia Pope would not vote for any of these guys #GOPDebate
252,Negative,All #GOP candidates want to reduce taxes while #Huckabee wants to legalize prostitution and drugs so we can tax it. #GOPDebate
253,Negative,"RT @kesgardner: Hi Fox panel, can you just ask Donald every single question? Hand him a shovel while you're at it so he can keep digging. #…"
254,Neutral,RT @JosephKapsch: And then hillaryclinton @barackobama joebiden were all... #GOPDebate https://t.co/yi4qnS3Hzh
255,Positive,#GOPDebate #Trump is Breaking Records! So what he's not a polished Politician. Makes me love him even more.  https://t.co/TgOwCHxf3x
256,Negative,RT @BernieSanders: Oh. It was just a movie trailer. #GOPDebate #DebateWithBernie
257,Negative,RT @TacticalDissent: So Sally Kohn &amp; Debbie Wasserman Schultz both  praising Megyn Kelly tonight. That should tell you everything you need …
258,Negative,Why are all the Trump accessory women wearing the same shoes?!  #GOPDebate http://t.co/Xz4zc1Lt8N
259,Neutral,"funniest line coming fr #republican 'People are frustrated, they’re fed up, they don’t think the government’s working for them' #gopdebate"
260,Negative,And Donald Trump is an absolute nut! So entertaining LOL #GOPDebate
261,Negative,"""@thehill: Top GOP pundits pick their #GOPdebate winners: http://t.co/QPvJu6p7sz http://t.co/JCDu5qzjnj""
Winners...Fox News
Losers...USA"
262,Negative,RT @DykstraDame: Candidates went after @HillaryClinton 32 times in the #GOPdebate-but remained silent about the issues that affect us. http…
263,Negative,RT @DanScavino: .@MegynKelly trying 2show up @realDonaldTrump w @FoxNews. Trying 2take him down. Trying 2destroy him. Not happening. #Kelly…
264,Negative,RT @gov: Most-Tweeted #GOPDebate moment for @RealBenCarson: saying he wouldn't publicize to the world his answer on waterboarding.
265,Negative,I give him a e for his big ego. #GOPDebate A's are earned for excellence. Rhymes with rump.
266,Positive,Passion of the #GOPDebate #ReligiousUpaMovie
267,Positive,"RT @NRO: ""@marcorubio got the best reviews, and deserved them."" Read more of our #NREditorial recap of the #GOPDebate ---&gt; http://t.co/sTzw…"
268,Neutral,RT @OhNoSheTwitnt: Can't wait to see which Lannister they kill off in the next episode of #GOPDebate
269,Positive,RT @kesgardner: Brutal question to the AssClown from Megan Kelly. The lesson here: be careful what you tweet on Twitter! #GOPDebate
270,Neutral,RT @TUSK81: Democrats watching this #GOPDebate http://t.co/sZiCSLm7kM
271,Negative,Trump changed his mind on supporting PARTIAL BIRTH ABORTION because a friend changed their mind on aborting &amp; had a great kid. #GOPDebate
272,Positive,Best closing statement: @RealBenCarson #GOPDebate
273,Positive,"RT @ChrisChristie: We have to stop worrying about being loved &amp; start worrying about being respected. #TellingItLikeItIs #GOPDebate
https:/…"
274,Negative,"RT @lesleyabravanel: Trump sycophants want to know what @megynkelly's ""hidden agenda"" was last night. Answer is simple: it's called a vagin…"
275,Neutral,The Real #GOPDebate Winner: Republican Voters - Fox Nation http://t.co/98G42IaZ5O
276,Negative,Donald Trump is a really nasty piece of work. Hope he disappears quickly. #GOPDebate
277,Negative,RT @amaraconda: FETUSES ARE NOT UNBORN BABIES THEY ARE CLUSTERS OF CELLS STOP SHAMING PEOPLE WHO WANT/HAVE HAD ABORTIONS #GOPDebate
278,Positive,RT @mattkbh: These were far and away the best tweets of last night #DebateWithBernie #GOPDebate http://t.co/GzdLtYuMNn
279,Neutral,I know now who it is that #ChrisChristie reminds me of: actor Andy Devine. #GOPDebate http://t.co/xYy8FxPjcD
280,Negative,"RT @pattonoswalt: Despite what Huckabee says, I always make sure my prostitute AND her pimp pay FICA and pension. #GOPDebate"
281,Neutral,"RT @Bipartisanism: Hillary Clinton was watching the #GOPDebate like:
 http://t.co/VOkOlq52xP"
282,Positive,@FoxNews did great by challenging the candidates in #GOPDebate. If these candidates can't handle a tough question they could never b #POTUS
283,Negative,RT @k_mcq: I’d say it was the opposite. Megan Kelly acted like some SJW on Tumblr whining about feminism. Very sad. #GOPDebate  https://t.c…
284,Positive,RT @Conssista: Rightly so Frank. Rightly so. #GOPDebate  https://t.co/32CFasI17d
285,Negative,the number of times that ronald reagan is mentioned in the #GOPDebate is TOO DAMN HIGH
286,Negative,"RT @pattonoswalt: If Trump is against ""p.c. culture,"" I'm suddenly 100% for it. Not even kidding. What a howling shit-cave of a human. #GOP…"
287,Positive,RT @carljacksonshow: #BenCarson great close! He operates on brains so he doesn't worry about skin color. #GOPDebate
288,Negative,"RT @Davante_R: Women that would be offended by Trumps ""Misogyny"" most certainly don't vote Republican.

Find a new fake issue Faux News.

#…"
289,Negative,RT @Auntcol54: Keep religion out of politics! #GOPDebate
290,Neutral,"RT @DianneG: ""I won't be bought &amp; I won't be sold"" @randpaul after reiterating his points against @realDonaldTrump during #gopdebate"
291,Negative,"RT @wilw: Boy, I bet the mood in the clown car is going to be TENSE when these jerks leave the #GOPDebate."
292,Positive,RT @CampeauElliot: Dr. Ben Carson did a great job tonight! Loved your closing statement! @RealBenCarson #GOPDebate
293,Neutral,RT @RedheadAndRight: Meet the new darling of the left 》 Megyn Gotcha Kelly. #GOPDebate @FoxNews #DonaldTrump #MegynKelly
294,Negative,“@foxnewspolitics: Behind the Fox debate: How the anchors hashed out the questions #GOPDebate They Failed
295,Negative,Did anyone get trashed playing @RollingStone's #GOPDebate drinking game?   #drinkinggame
296,Negative,"If #DonaldTrump donates to U..He can call in a favor years later?? Sounds like #TheGodfather
NOT #POTUS Thats legal?
#GOPDebate #GOPClownCar"
297,Negative,RT @jediane9: Ugh to think there were actually people sitting on their couch last night saying YES YES THIS IS REASONABLE. #GOPDebate
298,Neutral,"RT @BarracudaMama: RT @AllenWestRepub ""Dear @JebBush #GOPDebate #NotAMistake http://t.co/E1SmU0Hn5J"""
299,Negative,"RT @kesgardner: If politics can be even partially rational, Trump's campaign for the GOP nomination just ended. #GOPDebate"
300,Neutral,"RT @AndrewHClark: .@GayPatriot's takeaway from last night: ""America Doesn't Deserve Ben Carson."" http://t.co/kjGFYYpcTe #GOPDebate"
301,Negative,RT @ChrisJZullo: Scott Walker chooses killing mother rather than aborting unborn embryo. This is reason other countries give us that funny …
302,Negative,Can't #UniteBlue: Abortion is a talking point in the #GOPDebate since #PPSellsBabyParts
303,Negative,RT @k_mcq: Closing statements reminisce about an America that no longer exists after Ted Kennedy’s 1965 Immigration and Nationality Act. #G…
304,Neutral,RT @lkwdcitizen: Can't make this up - Chris Christie stopped at a Cleveland ice cream shop before the #GOPDebate. http://t.co/V8WVYFeXx9
305,Negative,RT @maureenjohnson: Ted Cruz is going to personally take away your telescope and try you as a witch. #GOPDebate
306,Positive,@realDonaldTrump You killed it last night at the #GOPDebate glad to have some that cares for America  #MakeAmericaGreatAgain
307,Positive,RT @YoungBLKRepub: When the #GOPDebate is more exciting than anything else on tv in the past 10 years....
308,Positive,"RT @abbijacobson: Shiiiittt, it's tough to say who is making me more horny. #GOPDebate"
309,Neutral,".@megynkelly  asked .@realDonaldTrump  poor questions, why, was this to help Bush in the polls? #Hannity #GOPDebate https://t.co/p389iIlE2N"
310,Positive,"@bullriders1 @Olivianuzzi @daveweigel The #GOPDebate was better than I thought it'd be, though candidates finessed issues with sound bytes."
311,Negative,RT @TheBaxterBean: Yes Marco Rubio Actually Said The Iraq Invasion 'Was Not A Mistake' http://t.co/xRowKHyMm1 #GOPDebate http://t.co/vjMjdM…
312,Negative,RT @TheBaxterBean: Marco Rubio Voted Against Unemployment Benefits Even Though Florida Needs Them Most http://t.co/2i6UolSctj #GOPDebate ht…
313,Positive,#JebBush was so thoughtful in #GOPdebate - #reThink911 http://t.co/k37hnbe2jy
314,Negative,"RT @TheJimHughes: There will be a lot of jobs available if Bush serves 2 terms, because most Conservatives will have committed suicide. #GO…"
315,Positive,"Huh. Watching @FoxNews debate #1 and so far, the moderators and the participants are better! #GOPDebate"
316,Negative,RT @3ChicsPolitico: Donald Trump insulted @megynkelly and ALL women and not one man on stage confronted him. None of them are worthy to be …
317,Negative,"RT @jjauthor: @learjetter, I was waiting for @megynkelly to ask @realDonaldTrump, ""When did you stop beating your wife?"" #GOPDebate http://…"
318,Negative,RT @AndreaTantaros: About last night. Are you watching @OutnumberedFNC ? We got @ericbolling and all the good stuff from the #GOPDebate on …
319,Negative,"RT @renomarky: EARTH TO @megynkelly THIS AINT ABOUT YOU! 

#GOPDebate 
#FoxDebate 
#MegynKelly 
#MegynKellyDebateQuestions http://t.co/yxHy…"
320,Neutral,RT @kesgardner: And...Rand Paul lands the first haymaker of the night. #GOPDebate
321,Neutral,RT @TaraSetmayer: Coming up on @WilkowMajority at 1220pm live! @SIRIUSXM #Patriot125 post #GOPDebate
322,Neutral,"""Because Republicans don't like Rosie O'Donnell."" ICYMI, @FrankLuntz #GOPDebate debrief this AM on @CBSThisMorning http://t.co/nQIUIccOlB"
323,Negative,"#FFF: Highlights from this week include #NationalUnderwearDay, the #GOPDebate, and #JonVoyage. Officially. The. Worst. Week. Ever.
#TGIF"
324,Neutral,RT @greenspaceguy: @TheDailyShow Jon Stewart can feel comfortable w/retirement as #GOPDebate solved all problems(personal &amp; scientific) htt…
325,Negative,"RT @kesgardner: Of course, the AssClown won't pledge not to run as a third party candidate. #GOPDebate"
326,Negative,"Paul Krugman sums up what happended last night: ""One of our two major parties has gone off the deep end"" http://t.co/gkubEM7gE7 #GOPDebate"
327,Negative,RT @EQphoto: Just remember no matter wins the #GOPDebate everyone who watched it loses #alcoholpoisoning
328,Negative,RT @AnthonyMarlowe: #Trump #Video It cost 4 times more than the $700M it would've if it were being managed by @realDonaldTrump #GOPDebate h…
329,Negative,@megynkelly you disgraced yourself last night... #GOPDebate
330,Negative,RT @proginosko: Prediction: in the final #GOPDebate Donald Trump will tear off his #MissionImpossible mask to reveal a smirking Jon Stewart.
